Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUF_M_R
13133,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
13134,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
13135,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Water
13136,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
13137,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Water
13138,Forest,Cropland,Water,NULL,Water,Water,NULL,Grassland
13139,Forest,Cropland,Water,NULL,Water,Water,NULL,Water
13140,Forest,Cropland,Water,NULL,Water,Water,Grassland,Grassland
13141,Forest,Cropland,Water,NULL,Water,Water,Grassland,Water
13142,Forest,Cropland,Water,NULL,Water,Water,Wetland,Water
13143,Forest,Cropland,Water,NULL,Water,Water,Wetland,Forest
13144,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
13145,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
13146,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Grassland
13147,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Wetland
13148,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Water
13149,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Forest
13150,Forest,Cropland,Water,Non_Water,Water,Grassland,NULL,Grassland
13151,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Forest
13152,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
13153,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
13154,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Forest
13155,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
13156,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
13157,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Water
13158,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
13159,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
13160,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
13161,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
13162,Forest,Cropland,Water,Water,Water,NULL,Grassland,Grassland
13163,Forest,Cropland,Water,Water,Water,NULL,Grassland,Forest
13164,Forest,Cropland,Water,Water,Water,NULL,Wetland,Grassland
13165,Forest,Cropland,Water,Water,Water,NULL,Wetland,Wetland
13166,Forest,Cropland,Water,Water,Water,NULL,Wetland,Water
13167,Forest,Cropland,Water,Water,Water,NULL,Wetland,Forest
13168,Forest,Cropland,Water,Water,Water,NULL,Water,Wetland
13169,Forest,Cropland,Water,Water,Water,NULL,Water,Water
13170,Forest,Cropland,Water,Water,Water,NULL,Water,Forest
13171,Forest,Cropland,Water,Water,Water,NULL,Forest,Grassland
13172,Forest,Cropland,Water,Water,Water,NULL,Forest,Forest
13173,Forest,Cropland,Water,Water,Water,Wetland,NULL,Wetland
13174,Forest,Cropland,Water,Water,Water,Wetland,NULL,Water
13175,Forest,Cropland,Water,Water,Water,Wetland,NULL,Forest
13176,Forest,Cropland,Water,Water,Water,Wetland,Grassland,Grassland
13177,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
13178,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
13179,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Water
13180,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Forest
13181,Forest,Cropland,Water,Water,Water,Wetland,Water,Grassland
13182,Forest,Cropland,Water,Water,Water,Wetland,Water,Wetland
13183,Forest,Cropland,Water,Water,Water,Bareland,Wetland,Wetland
13184,Forest,Cropland,Water,Water,Water,Water,NULL,Water
13185,Forest,Cropland,Water,Water,Water,Water,NULL,Forest
13186,Forest,Cropland,Water,Water,Water,Water,Grassland,Grassland
13187,Forest,Cropland,Water,Water,Water,Water,Grassland,Water
13188,Forest,Cropland,Water,Water,Water,Water,Wetland,Grassland
13189,Forest,Cropland,Water,Water,Water,Water,Wetland,Wetland
13190,Forest,Cropland,Water,Water,Water,Water,Wetland,Water
13191,Forest,Cropland,Water,Water,Water,Water,Wetland,Forest
13192,Forest,Cropland,Water,Water,Water,Water,Water,Wetland
13193,Forest,Cropland,Water,Water,Water,Water,Water,Water
13194,Forest,Cropland,Water,Water,Water,Water,Forest,Water
13195,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13196,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13197,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13198,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
13199,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
13200,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
13201,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13202,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13203,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13204,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13205,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13206,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
13207,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
13208,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
13209,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13210,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
13211,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
13212,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
13213,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
13214,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
13215,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
13216,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
13217,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13218,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
13219,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13220,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13221,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
13222,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
13223,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
13224,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Water
13225,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13226,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13227,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
13228,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13229,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
13230,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
13231,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
13232,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13233,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13234,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13235,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13236,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
13237,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
13238,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13239,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
13240,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
13241,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
13242,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
13243,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
13244,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
13245,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
13246,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
13247,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13248,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
13249,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
13250,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
13251,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
13252,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
13253,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
13254,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
13255,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
13256,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
13257,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
13258,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
13259,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
13260,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
13261,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
13262,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13263,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
13264,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
13265,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
13266,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
13267,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
13268,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
13269,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
13270,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13271,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
13272,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
13273,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13274,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
13275,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
13276,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
13277,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
13278,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
13279,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13280,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
13281,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
13282,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
13283,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
13284,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
13285,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
13286,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
13287,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
13288,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
13289,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
13290,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
13291,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
13292,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
13293,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
13294,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
13295,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
13296,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13297,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
13298,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13299,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
13300,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13301,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
13302,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13303,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
13304,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
13305,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
13306,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
13307,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
13308,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13309,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
13310,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
13311,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13312,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
13313,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
13314,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
13315,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
13316,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
13317,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
13318,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13319,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13320,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
13321,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
13322,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13323,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
13324,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
13325,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
13326,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
13327,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
13328,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
13329,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
13330,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
13331,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
13332,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13333,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13334,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
13335,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13336,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13337,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13338,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
13339,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
13340,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13341,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
13342,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13343,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
13344,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
13345,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
13346,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13347,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
13348,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
13349,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13350,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13351,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13352,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13353,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13354,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13355,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13356,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13357,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
13358,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
13359,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
13360,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
13361,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
13362,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13363,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
13364,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
13365,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
13366,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
13367,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
13368,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
13369,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
13370,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
13371,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13372,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
13373,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
13374,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
13375,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Water
13376,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
13377,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
13378,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
13379,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Water
13380,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
13381,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Wetland
13382,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
13383,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Grassland
13384,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Cropland
13385,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Wetland
13386,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Forest
13387,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
13388,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
13389,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
13390,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
13391,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
13392,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
13393,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
13394,Forest,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
13395,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
13396,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
13397,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
13398,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
13399,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Grassland
13400,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13401,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13402,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13403,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
13404,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
13405,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
13406,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13407,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13408,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13409,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
13410,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
13411,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
13412,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
13413,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13414,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
13415,Forest,Wetland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
13416,Forest,Wetland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
13417,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
13418,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
13419,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13420,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
13421,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13422,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13423,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
13424,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13425,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13426,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
13427,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
13428,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13429,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13430,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13431,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13432,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13433,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13434,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
13435,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13436,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
13437,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
13438,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13439,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
13440,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13441,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13442,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13443,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13444,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13445,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13446,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13447,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13448,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13449,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13450,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13451,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13452,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13453,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13454,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13455,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13456,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13457,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
13458,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13459,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13460,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13461,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13462,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
13463,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13464,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13465,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13466,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13467,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13468,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
