Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R
4323,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4324,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4325,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4326,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4327,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4328,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4329,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
4330,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
4331,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4332,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4333,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
4334,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4335,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4336,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4337,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4338,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4339,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4340,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4341,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4342,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
4343,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4344,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4345,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4346,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4347,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4348,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4349,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4350,Grassland,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4351,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4352,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4353,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4354,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4355,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4356,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4357,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4358,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4359,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4360,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4361,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4362,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
4363,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4364,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
4365,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4366,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4367,Grassland,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
4368,Grassland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
4369,Grassland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4370,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4371,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4372,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Forest
4373,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4374,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4375,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland,Water
4376,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Water
4377,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
4378,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4379,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4380,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4381,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4382,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4383,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4384,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4385,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4386,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4387,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
4388,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4389,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4390,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4391,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4392,Grassland,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4393,Grassland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4394,Grassland,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
4395,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
4396,Grassland,Water,Water,Non_Water,Water,NULL,Water,Grassland
4397,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
4398,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4399,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4400,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4401,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4402,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4403,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4404,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4405,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4406,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4407,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4408,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4409,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4410,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4411,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4412,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4413,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4414,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4415,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4416,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4417,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4418,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4419,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4420,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4421,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4422,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4423,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4424,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4425,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4426,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4427,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
4428,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4429,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4430,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4431,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4432,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4433,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4434,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4435,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4436,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4437,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4438,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4439,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4440,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4441,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4442,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4443,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4444,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4445,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4446,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4447,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4448,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4449,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4450,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4451,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4452,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4453,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4454,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4455,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4456,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4457,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4458,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4459,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4460,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4461,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4462,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4463,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4464,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4465,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4466,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4467,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4468,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
4469,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4470,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4471,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4472,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4473,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4474,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4475,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4476,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4477,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4478,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4479,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4480,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4481,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4482,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4483,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4484,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4485,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4486,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4487,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4488,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4489,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4490,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4491,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4492,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4493,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4494,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4495,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4496,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4497,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4498,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4499,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4500,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4501,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4502,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4503,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4504,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4505,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4506,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4507,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4508,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4509,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4510,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4511,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4512,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4513,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4514,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4515,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4516,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4517,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4518,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4519,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4520,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4521,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4522,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4523,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4524,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4525,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4526,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4527,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4528,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4529,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4530,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4531,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4532,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4533,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4534,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4535,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4536,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4537,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4538,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4539,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4540,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4541,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4542,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4543,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4544,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4545,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4546,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4547,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4548,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4549,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4550,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4551,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4552,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4553,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
4554,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4555,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4556,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4557,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4558,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
4559,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4560,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4561,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4562,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
4563,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4564,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4565,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4566,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4567,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4568,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
4569,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4570,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4571,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4572,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4573,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4574,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4575,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4576,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
4577,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4578,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4579,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4580,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4581,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4582,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4583,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4584,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4585,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4586,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4587,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
4588,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
4589,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4590,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4591,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4592,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4593,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4594,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4595,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4596,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4597,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4598,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
4599,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4600,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
4601,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
4602,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
4603,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4604,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4605,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4606,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4607,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4608,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4609,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4610,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4611,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4612,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4613,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
4614,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4615,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
4616,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4617,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4618,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
4619,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
4620,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4621,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4622,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4623,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4624,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4625,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4626,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4627,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4628,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4629,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4630,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4631,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4632,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4633,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4634,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4635,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
4636,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
