,WorldCover_2021,ESRI_Annual_LULC_2024,GLC_FCS30D_2022,GWL_FCS30D_2022,GSW_Yearly_2021,DynamicWorld_2024,meta,tile_id,MapBiomas_Collection10_2024,MapBiomas_10mbeta_2023
1117,22127,15323,18304,22124,9484,18302,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRS_M_R': 18302, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRS_M_R': 15323, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRS_M_R': 18304, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRS_M_R': 9484, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRS_M_R': 22124, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRS_M_R': 13751, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRS_M_R': 16251, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KRS_M_R': 22127}",23KRS,16251.0,13751.0
1118,18969,13864,19217,22631,6977,17730,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKD_M_R': 17730, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKD_M_R': 13864, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKD_M_R': 19217, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKD_M_R': 6977, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKD_M_R': 22631, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKD_M_R': 19967, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKD_M_R': 18551, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LKD_M_R': 18969}",23LKD,18551.0,19967.0
1119,13748,9680,13980,16376,4512,12605,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R': 12605, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R': 9680, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R': 13980, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R': 4512, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R': 16376, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R': 13921, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKE_M_R': 13086, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LKE_M_R': 13748}",23LKE,13086.0,13921.0
1120,12937,7611,11388,13639,5008,10541,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R': 10541, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R': 7611, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R': 11388, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R': 5008, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R': 13639, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R': 9507, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R': 10883, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R': 12937}",23KRV,10883.0,9507.0
1121,14161,8278,12105,14410,5105,11104,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R': 11104, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R': 8278, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R': 12105, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R': 5105, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R': 14410, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R': 10008, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R': 10912, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R': 14161}",23KRU,10912.0,10008.0
1122,12200,7697,9977,12295,2379,9520,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRT_M_R': 9520, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRT_M_R': 7697, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRT_M_R': 9977, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRT_M_R': 2379, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRT_M_R': 12295, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRT_M_R': 8699, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRT_M_R': 8676, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KRT_M_R': 12200}",23KRT,8676.0,8699.0
1123,8995,0,7848,8951,3452,7431,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKP_M_R': 7431, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKP_M_R': 0, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKP_M_R': 7848, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKP_M_R': 3452, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKP_M_R': 8951, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKP_M_R': 6712, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKP_M_R': 6505, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KKP_M_R': 8995}",23KKP,6505.0,6712.0
1124,11856,8264,12481,14596,3088,10481,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKH_M_R': 10481, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKH_M_R': 8264, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKH_M_R': 12481, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKH_M_R': 3088, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKH_M_R': 14596, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKH_M_R': 13103, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKH_M_R': 12341, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LKH_M_R': 11856}",23LKH,12341.0,13103.0
1125,9397,6861,8128,9256,3456,7384,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R': 7384, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R': 6861, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R': 8128, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R': 3456, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R': 9256, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R': 6533, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R': 7103, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R': 9397}",23KRQ,7103.0,6533.0
1126,10629,6698,10732,12513,3854,9317,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R': 9317, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R': 6698, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R': 10732, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R': 3854, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKG_M_R': 12513, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R': 10847, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKG_M_R': 10738, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LKG_M_R': 10629}",23LKG,10738.0,10847.0
1127,7886,6266,8818,10407,1844,7603,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R': 7603, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R': 6266, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R': 8818, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R': 1844, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R': 10407, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R': 9361, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R': 8878, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R': 7886}",23LKJ,8878.0,9361.0
1128,0,3421,4185,4383,0,3905,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGE_M_R': 3905, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGE_M_R': 3421, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGE_M_R': 4185, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGE_M_R': 0, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGE_M_R': 4383, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGE_M_R': 4288, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGE_M_R': 4407, 'AMAZON_EXTENSION_2024_WorldCover_2021_22MGE_M_R': 0}",22MGE,4407.0,4288.0
1129,22836,16078,19125,22856,9151,18815,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R': 18815, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R': 16078, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R': 19125, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R': 9151, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R': 22856, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R': 14173, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R': 17398, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KRR_M_R': 22836}",23KRR,17398.0,14173.0
1130,14249,10963,14841,17483,4039,13323,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLD_M_R': 13323, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLD_M_R': 10963, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLD_M_R': 14841, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLD_M_R': 4039, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLD_M_R': 17483, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLD_M_R': 14773, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLD_M_R': 13960, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LLD_M_R': 14249}",23LLD,13960.0,14773.0
1131,7043,5260,7529,8874,898,6415,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKK_M_R': 6415, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKK_M_R': 5260, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKK_M_R': 7529, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKK_M_R': 898, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKK_M_R': 8874, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKK_M_R': 7640, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKK_M_R': 7347, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LKK_M_R': 7043}",23LKK,7347.0,7640.0
1132,6511,4956,6778,8043,449,5736,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R': 5736, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R': 4956, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R': 6778, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R': 449, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R': 8043, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R': 6734, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKL_M_R': 6344, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LKL_M_R': 6511}",23LKL,6344.0,6734.0
1133,11521,0,10324,11974,4608,9626,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKR_M_R': 9626, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKR_M_R': 0, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKR_M_R': 10324, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKR_M_R': 4608, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKR_M_R': 11974, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKR_M_R': 8921, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKR_M_R': 8982, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KKR_M_R': 11521}",23KKR,8982.0,8921.0
1134,13860,9935,14416,16566,3452,12356,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R': 12356, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R': 9935, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R': 14416, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R': 3452, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLE_M_R': 16566, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R': 13557, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLE_M_R': 13160, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LLE_M_R': 13860}",23LLE,13160.0,13557.0
1135,15880,12001,16437,19402,6230,14871,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R': 14871, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R': 12001, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R': 16437, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R': 6230, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R': 19402, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R': 16210, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R': 15609, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R': 15880}",23LLC,15609.0,16210.0
1136,8128,6540,8593,10129,1033,7329,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLH_M_R': 7329, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLH_M_R': 6540, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLH_M_R': 8593, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLH_M_R': 1033, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLH_M_R': 10129, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLH_M_R': 8396, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLH_M_R': 8360, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LLH_M_R': 8128}",23LLH,8360.0,8396.0
1137,12748,9258,13163,15286,2707,11479,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R': 11479, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R': 9258, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R': 13163, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R': 2707, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R': 15286, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R': 12584, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R': 11878, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R': 12748}",23LLF,11878.0,12584.0
1138,13037,9649,13513,15774,3113,11655,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLG_M_R': 11655, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLG_M_R': 9649, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLG_M_R': 13513, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLG_M_R': 3113, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLG_M_R': 15774, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLG_M_R': 13044, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLG_M_R': 12866, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LLG_M_R': 13037}",23LLG,12866.0,13044.0
1139,5527,4353,6119,7286,1006,5362,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R': 5362, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R': 4353, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R': 6119, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R': 1006, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R': 7286, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R': 6221, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R': 6235, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R': 5527}",23LLJ,6235.0,6221.0
1140,0,1640,3198,3276,0,2799,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHE_M_R': 2799, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHE_M_R': 1640, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHE_M_R': 3198, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHE_M_R': 0, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHE_M_R': 3276, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHE_M_R': 3204, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHE_M_R': 3297, 'AMAZON_EXTENSION_2024_WorldCover_2021_22MHE_M_R': 0}",22MHE,3297.0,3204.0
1141,10797,0,9550,10887,4566,8949,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKQ_M_R': 8949, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKQ_M_R': 0, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKQ_M_R': 9550, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKQ_M_R': 4566, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKQ_M_R': 10887, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKQ_M_R': 7869, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKQ_M_R': 7896, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KKQ_M_R': 10797}",23KKQ,7896.0,7869.0
1142,8843,0,8039,9443,3163,7468,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R': 7468, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKS_M_R': 0, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R': 8039, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R': 3163, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKS_M_R': 9443, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKS_M_R': 6822, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKS_M_R': 6956, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KKS_M_R': 8843}",23KKS,6956.0,6822.0
1143,7680,6247,8003,9422,891,6853,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R': 6853, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R': 6247, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R': 8003, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R': 891, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLL_M_R': 9422, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R': 8138, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R': 7435, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LLL_M_R': 7680}",23LLL,7435.0,8138.0
1144,6420,4728,6918,8169,1022,5869,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R': 5869, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R': 4728, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R': 6918, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLK_M_R': 1022, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLK_M_R': 8169, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLK_M_R': 7090, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLK_M_R': 6867, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LLK_M_R': 6420}",23LLK,6867.0,7090.0
1145,8812,7111,9511,11330,2110,8288,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R': 8288, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R': 7111, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R': 9511, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R': 2110, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R': 11330, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R': 9548, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R': 9469, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R': 8812}",23LMD,9469.0,9548.0
1146,7522,7011,8361,9900,836,6923,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R': 6923, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R': 7011, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R': 8361, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R': 836, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMF_M_R': 9900, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R': 7769, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMF_M_R': 7750, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LMF_M_R': 7522}",23LMF,7750.0,7769.0
1147,6425,5703,7127,8502,405,5914,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R': 5914, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R': 5703, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R': 7127, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R': 405, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LME_M_R': 8502, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R': 6580, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LME_M_R': 6618, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LME_M_R': 6425}",23LME,6618.0,6580.0
1148,0,2289,2811,3046,0,2650,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFE_M_R': 2650, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFE_M_R': 2289, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFE_M_R': 2811, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFE_M_R': 0, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFE_M_R': 3046, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFE_M_R': 2953, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFE_M_R': 3156, 'AMAZON_EXTENSION_2024_WorldCover_2021_22MFE_M_R': 0}",22MFE,3156.0,2953.0
1149,7764,6372,8258,9743,918,6903,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R': 6903, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R': 6372, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R': 8258, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R': 918, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R': 9743, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R': 7549, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R': 7734, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LMH_M_R': 7764}",23LMH,7734.0,7549.0
1150,7638,5067,7963,9491,1475,6547,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R': 6547, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R': 5067, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R': 7963, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMJ_M_R': 1475, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMJ_M_R': 9491, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMJ_M_R': 7536, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMJ_M_R': 7725, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LMJ_M_R': 7638}",23LMJ,7725.0,7536.0
1151,13746,11892,14441,16940,2183,12435,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R': 12435, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R': 11892, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R': 14441, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R': 2183, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R': 16940, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R': 13378, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R': 13922, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LMG_M_R': 13746}",23LMG,13922.0,13378.0
