Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKR_M_R
6380,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6381,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6382,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6383,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6384,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6385,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6386,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6387,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6388,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
6389,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
6390,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6391,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6392,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6393,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
6394,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6395,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6396,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
6397,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
6398,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
6399,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
6400,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
6401,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
6402,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
6403,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
6404,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
6405,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6406,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
6407,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
6408,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
6409,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6410,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6411,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6412,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
6413,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6414,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6415,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6416,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6417,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6418,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6419,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6420,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
6421,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6422,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6423,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6424,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
6425,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6426,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6427,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6428,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6429,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
6430,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6431,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6432,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6433,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6434,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6435,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6436,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6437,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6438,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
6439,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6440,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6441,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6442,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6443,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6444,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
6445,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6446,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6447,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6448,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6449,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6450,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6451,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6452,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6453,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6454,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6455,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6456,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6457,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6458,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6459,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6460,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
6461,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6462,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6463,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6464,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6465,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6466,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
6467,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
6468,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6469,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6470,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
6471,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6472,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6473,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6474,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
6475,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
6476,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
6477,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6478,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
6479,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6480,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6481,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6482,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
6483,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6484,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
6485,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
6486,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6487,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
6488,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6489,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6490,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6491,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6492,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6493,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6494,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
6495,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6496,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6497,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6498,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6499,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6500,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6501,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6502,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6503,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6504,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6505,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
6506,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6507,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6508,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6509,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6510,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6511,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
6512,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
6513,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6514,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6515,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
6516,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
6517,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6518,Water,Water,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6519,Water,Water,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6520,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6521,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6522,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6523,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
6524,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6525,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6526,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6527,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6528,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
6529,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6530,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6531,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
6532,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6533,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6534,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
6535,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Water
6536,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6537,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6538,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6539,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
6540,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6541,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6542,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6543,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6544,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
6545,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
6546,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
6547,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6548,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
6549,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
6550,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6551,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
6552,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
6553,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
6554,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6555,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6556,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
6557,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
6558,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6559,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6560,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
6561,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6562,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
6563,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
6564,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6565,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
6566,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
6567,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
6568,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
6569,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
6570,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
6571,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
6572,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6573,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6574,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
6575,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6576,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6577,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6578,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
6579,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6580,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6581,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6582,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6583,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6584,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6585,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6586,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
6587,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
6588,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
6589,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
6590,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
6591,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
6592,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest,Forest
6593,Water,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
6594,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6595,Water,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
6596,Water,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Forest
6597,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
6598,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
6599,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
6600,Water,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
6601,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6602,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
6603,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
6604,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
6605,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
6606,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
6607,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
6608,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
6609,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
6610,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
6611,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
6612,Water,Water,Grassland,Water,Non_Wetland,Forest,Forest,Water
6613,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6614,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
6615,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6616,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
6617,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6618,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
6619,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
6620,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6621,Water,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
6622,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
6623,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
6624,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
6625,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6626,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6627,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6628,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
6629,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
6630,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6631,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6632,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6633,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
6634,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
6635,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6636,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6637,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
6638,Water,Water,Wetland,NULL,Wetland,Cropland,Grassland,Forest
6639,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6640,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6641,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6642,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6643,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6644,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6645,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6646,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6647,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6648,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6649,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
6650,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
6651,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6652,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
6653,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
6654,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6655,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6656,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6657,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6658,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
6659,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6660,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6661,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
6662,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6663,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Wetland
6664,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
6665,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
6666,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
6667,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
6668,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
6669,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
6670,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
6671,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
6672,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
6673,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
6674,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6675,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6676,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6677,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6678,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6679,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6680,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
6681,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
6682,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6683,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6684,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6685,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
6686,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
6687,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
6688,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
6689,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
6690,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
6691,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6692,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
6693,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6694,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
6695,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6696,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
6697,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
6698,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6699,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
6700,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Bareland
6701,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6702,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6703,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6704,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6705,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6706,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
6707,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6708,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6709,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6710,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
